variant,iter,train_loss,dev_auroc,dev_f1,dev_acc
evi_full,1,1.2339353561401367,0.5571926791500053,0.0336376741950985,0.498503740648379
evi_full,200,0.8955141526460647,0.6944066268244601,0.5459644749143036,0.6366583541147132
evi_full,400,0.8801333951950073,0.6888259401371881,0.5508421709295072,0.6408977556109726
evi_full,600,0.9661318957805634,0.6893381260066791,0.6571362693105833,0.6291770573566084
evi_full,800,0.9036264270544052,0.6837644044502211,0.5456821026282853,0.6379052369077307
evi_full,1000,0.8801571288704872,0.6846335532739224,0.5517879161528977,0.6374064837905237
evi_full,1200,0.9375370490550996,0.681573995186597,0.5883947939262473,0.6214463840399003
evi_full,1400,0.841125251352787,0.6810768589747576,0.561445069588392,0.6306733167082295
evi_full,1600,0.9185466340184212,0.6814623043389034,0.596340150699677,0.6259351620947631
evi_full,1800,0.9239767795801164,0.680863924975591,0.5615474794841735,0.626932668329177
evi_full,2000,0.9276019269227982,0.6815048413878024,0.5885573501231864,0.6251870324189526
evi_full,2200,0.8989293915033341,0.6781347130925802,0.58430627206082,0.6182044887780549
evi_full,2400,0.91501167178154,0.6802072126417125,0.5620649651972158,0.6234413965087282
evi_full,2600,0.8991066670417786,0.6807485028078184,0.5961077046121034,0.6221945137157108
evi_full,2800,0.8697936987876892,0.6826217498647396,0.5428396572827417,0.6274314214463841
evi_full,3000,0.8560078519582749,0.6800573379518784,0.562392179413456,0.6204488778054863
evi_full,3200,0.974342479109764,0.6826489885013153,0.6066252587991718,0.6209476309226932
evi_full,3400,0.9219028908014296,0.6843935050155161,0.6087182148417228,0.6239401496259351
evi_full,3600,0.8865322768688202,0.678670406278568,0.5687867750070048,0.616209476309227
evi_full,3800,0.9004360520839692,0.6778716550270211,0.5616901408450704,0.6119700748129676
evi_full,4000,0.9004260611534118,0.6760211690225808,0.5459905660377359,0.6159600997506235
evi_full,4200,0.8894838574528694,0.6776525021610561,0.60431654676259,0.6159600997506235
evi_full,4400,0.9067922222614287,0.6801252479773137,0.590933621154884,0.6219451371571072
evi_full,4600,0.8443585705757141,0.6764537533970558,0.5650938032973281,0.6184538653366584
evi_full,4800,0.818607747554779,0.674973911853782,0.5523423944476576,0.6139650872817956
evi_full,5000,0.8896574395895004,0.6799395526147225,0.5880119338215352,0.6211970074812968
evi_no_evi,1,0.4979560673236847,0.5962438044539524,0.331039478449837,0.5394014962593516
evi_no_evi,200,0.3310900494456291,0.6992449051933757,0.5967651979921919,0.6394014962593516
evi_no_evi,400,0.2968350239098072,0.696769920585071,0.6101159114857745,0.6309226932668329
evi_no_evi,600,0.3225100898742676,0.6908743104831438,0.600375234521576,0.6281795511221945
evi_no_evi,800,0.2944753260165453,0.6931611121821382,0.546956255735699,0.6306733167082295
evi_no_evi,1000,0.2808726363629102,0.6878613938968041,0.5680439179427911,0.6271820448877805
evi_no_evi,1200,0.3043827823549509,0.682017400389301,0.5646992054483542,0.6174563591022444
evi_no_evi,1400,0.2658149693906307,0.6881698496899895,0.5753968253968254,0.6264339152119701
evi_no_evi,1600,0.3013104265928268,0.6803783558559959,0.5765765765765766,0.6249376558603491
evi_no_evi,1800,0.3002883493155241,0.674243816891686,0.5391406709829312,0.6094763092269326
evi_no_evi,2000,0.300999021679163,0.6796830865479692,0.5187946567256913,0.613715710723192
evi_no_evi,2200,0.2935024584084749,0.6743948109775437,0.5715880547027631,0.6172069825436409
evi_no_evi,2400,0.2910796122252941,0.6748094850156404,0.5129809196121364,0.611720698254364
evi_no_evi,2600,0.2895526646077633,0.6695766817370539,0.5307692307692308,0.6044887780548629
evi_no_evi,2800,0.2780594805628061,0.676326639759703,0.5033154404799495,0.6077306733167083
evi_no_evi,3000,0.2702029161155224,0.6742363542515284,0.5280865124662061,0.6082294264339152
evi_no_evi,3200,0.3216118103265762,0.6641903968258904,0.5110238598610691,0.5962593516209477
evi_no_evi,3400,0.2950079125910997,0.6622115534107375,0.5049382716049383,0.6
evi_no_evi,3600,0.2813534100353718,0.6686013146684412,0.5354933726067747,0.6067331670822943
evi_no_evi,3800,0.2875961045920849,0.664680692284252,0.5190184049079755,0.6089775561097257
