variant,iter,train_loss,dev_auroc,dev_f1,dev_acc
evi_full,1,1.213383674621582,0.5882274363965398,0.5100436681222708,0.5802992518703242
evi_full,200,0.7876023864746093,0.6597078376378257,0.5121725731895224,0.6052369077306733
evi_full,400,0.7907919785380364,0.6611205154196802,0.5694643368662274,0.6251870324189526
evi_full,600,0.8731277495622635,0.6669744591140603,0.6282183316168898,0.6399002493765586
evi_full,800,0.8103336225450039,0.6601322131081275,0.5573961057832025,0.6201995012468828
evi_full,1000,0.8100549928843975,0.663125726830057,0.5706117781589479,0.6254364089775561
evi_full,1200,0.8255647699534893,0.6663242144016517,0.6149019607843137,0.6326683291770574
evi_full,1400,0.7547045995295047,0.6622134190707769,0.5917192212777626,0.6286783042394015
evi_full,1600,0.8386040741205215,0.6677880112685866,0.6179332106231922,0.6376558603491271
evi_full,1800,0.8295613810420036,0.6660393903022992,0.6011403746945425,0.6336658354114714
evi_full,2000,0.8543181893229485,0.6628816984968999,0.6146188105842284,0.6331670822942643
evi_full,2200,0.8184975630044937,0.6628808278555481,0.6204081632653061,0.628927680798005
evi_full,2400,0.8120506462454796,0.6557184345868496,0.5628912919749574,0.6169576059850375
evi_full,2600,0.8092126032710075,0.6609220091914851,0.6167400881057269,0.6311720698254364
evi_full,2800,0.7905146132409573,0.6502687172343455,0.4978111319574734,0.599501246882793
evi_full,3000,0.7775765156745911,0.66061293151162,0.6113129216398547,0.6264339152119701
evi_full,3200,0.8852668799459934,0.6601233823172742,0.6419047619047619,0.6249376558603491
evi_full,3400,0.8308609847724437,0.6573625785909292,0.5544041450777202,0.6139650872817956
evi_full,3600,0.812025150358677,0.6562893265589144,0.5954727030625833,0.6211970074812968
evi_full,3800,0.8209175364673138,0.659357964191765,0.568688293370945,0.6187032418952618
evi_full,4000,0.8237724274396896,0.6573569816108109,0.5825613079019074,0.6179551122194513
evi_full,4200,0.810665493607521,0.6603934055136473,0.6189751395230847,0.6254364089775561
evi_full,4400,0.8382143324613571,0.6528139750374686,0.5730800990916598,0.613216957605985
evi_full,4600,0.7550789552927017,0.655537963072369,0.5631667602470523,0.6119700748129676
evi_full,4800,0.7504704788327217,0.6592465220987431,0.588711855252498,0.6201995012468828
evi_full,5000,0.7968279114365577,0.6548550071206025,0.6155011360767483,0.6201995012468828
evi_no_evi,1,0.5033477544784546,0.6002651724802706,0.0019910403185664,0.5
evi_no_evi,200,0.293749093413353,0.6569974067325451,0.4755108660395718,0.5967581047381546
evi_no_evi,400,0.2694245130568742,0.6526577571035006,0.6209349593495935,0.627930174563591
evi_no_evi,600,0.2880383139848709,0.6531635997288574,0.561163387510693,0.616209476309227
evi_no_evi,800,0.2619026670604944,0.6638968663130205,0.5361262902246509,0.6189526184538653
evi_no_evi,1000,0.2583610016480088,0.6572267585400589,0.5389901404242605,0.615211970074813
evi_no_evi,1200,0.2676223226636648,0.6600252485992003,0.5907844212835984,0.627930174563591
evi_no_evi,1400,0.2365087148919701,0.6579396894297921,0.5674524282874184,0.6201995012468828
evi_no_evi,1600,0.2690443682670593,0.6524308928427063,0.6050593701600413,0.6184538653366584
evi_no_evi,1800,0.2666343072801828,0.654031504779199,0.5552375500858615,0.6124688279301745
evi_no_evi,2000,0.2727567255869508,0.6530812619324506,0.4429530201342282,0.5860349127182045
evi_no_evi,2200,0.2655048765242099,0.646466875206,0.5625,0.6019950124688279
evi_no_evi,2400,0.2558328264951706,0.6511904776711588,0.4813753581661891,0.5937655860349127
evi_no_evi,2600,0.2578737811371684,0.6433921430836873,0.5253294289897511,0.5957605985037406
evi_no_evi,2800,0.2472356984391808,0.6504458305607552,0.4854797979797979,0.5935162094763092
evi_no_evi,3000,0.2473772413283586,0.6520996759970399,0.5522431259044862,0.614214463840399
evi_no_evi,3200,0.2857150377333164,0.6472944819994901,0.5664930079517412,0.6057356608478803
evi_no_evi,3400,0.2680542870610952,0.6497606358169414,0.5079462102689487,0.5985037406483791
evi_no_evi,3600,0.2596500483527779,0.6450260881462181,0.544409313020983,0.6047381546134664
evi_no_evi,3800,0.2553908490017056,0.6449457403871867,0.5231136295854458,0.6012468827930174
evi_no_evi,4000,0.2616675941646099,0.6432522185807303,0.5113365155131265,0.5915211970074813
evi_no_evi,4200,0.2561397403478622,0.6471666220981213,0.547197211733953,0.6112219451371571
evi_no_evi,4400,0.2680201555415988,0.6401502478218418,0.4410796576695194,0.5765586034912719
evi_no_evi,4600,0.233657547160983,0.6356559971641967,0.4619305511309334,0.5788029925187033
evi_no_evi,4800,0.232320408411324,0.6470725928321341,0.5399020455200231,0.6017456359102245
evi_no_evi,5000,0.2553364180773496,0.64159053737228,0.5423153127653553,0.5967581047381546
softmax,1,1.401318073272705,0.5917526632297062,0.468032278088144,0.572568578553616
softmax,200,0.8910417401790619,0.6615011100677234,0.4801292407108239,0.5987531172069825
softmax,400,0.8254731598496438,0.6582727719354979,0.5979049153908138,0.6266832917705736
softmax,600,0.8792548237740994,0.656913078898763,0.5796534376746786,0.6249376558603491
softmax,800,0.8171451453864574,0.6616150397074645,0.530349478847333,0.6179551122194513
softmax,1000,0.8010668517649173,0.658305110042848,0.5204207920792079,0.6134663341645885
softmax,1200,0.8264672809839249,0.6568110894832744,0.600265604249668,0.6246882793017456
softmax,1400,0.7430661235749721,0.6580914297796656,0.5594610427650849,0.6249376558603491
softmax,1600,0.8320301786065102,0.654488467111523,0.6008359456635318,0.6189526184538653
softmax,1800,0.8247321383655071,0.65521483075354,0.5624822089382294,0.6167082294264339
