variant,iter,train_loss,dev_auroc,dev_f1,dev_acc
evi_full,1,1.2343075275421145,0.444996610717595,0.6546837193225026,0.5017456359102245
evi_full,200,1.038028120994568,0.6615149159520152,0.4834571235651587,0.6184538653366584
evi_full,400,1.044500356912613,0.6584767507664754,0.5088177661659047,0.6249376558603491
evi_full,600,1.1203381943702695,0.6659342914534113,0.6420393173471592,0.5867830423940149
evi_full,800,1.0836442744731902,0.659074508243108,0.5718325791855203,0.6224438902743142
evi_full,1000,1.0458510249853137,0.658034340582459,0.557731657410114,0.6226932668329177
evi_full,1200,1.0982958787679673,0.6593462727221846,0.6047482389773023,0.6221945137157108
evi_full,1400,1.0488030207157135,0.6580707831418958,0.5531286894923259,0.6224438902743142
evi_full,1600,1.0715576446056363,0.6598907966990255,0.6216412490922295,0.6102244389027431
evi_full,1800,1.103824923038483,0.6573130764112165,0.6048731474503893,0.6077306733167083
evi_full,2000,1.0956057715415954,0.6552454275781867,0.5852754237288136,0.6094763092269326
evi_full,2200,1.0880513310432434,0.6538531476794298,0.6426678445229682,0.5965087281795511
evi_full,2400,1.1041940534114838,0.6534000410445209,0.5422929560860595,0.612718204488778
evi_full,2600,1.0871968567371368,0.6527979303611295,0.6116622308250665,0.5997506234413965
evi_full,2800,1.0927222049236298,0.6555655748409526,0.5956466069142126,0.6062344139650873
evi_full,3000,1.069505559206009,0.6498688440992282,0.6163934426229508,0.5915211970074813
evi_full,3200,1.1358002948760986,0.6544370992717707,0.5991324317427915,0.6082294264339152
evi_full,3400,1.075639910697937,0.6537113575164333,0.6140979689366786,0.5972568578553616
evi_full,3600,1.0787735736370088,0.6523910920951983,0.6118042226487524,0.5965087281795511
evi_full,3800,1.095305497646332,0.6585113276658727,0.6149383611312546,0.6027431421446384
evi_full,4000,1.0805125123262405,0.6529949440612931,0.6396779244016998,0.5982543640897756
evi_full,4200,1.075024025440216,0.6567057418797146,0.6312354312354312,0.6054862842892768
evi_full,4400,1.0949859642982482,0.6587459033214967,0.6238095238095238,0.6059850374064838
evi_full,4600,1.0275980204343795,0.6571998930354911,0.6347826086956522,0.6019950124688279
evi_full,4800,1.0413605296611783,0.6550802544760294,0.6245300751879699,0.601496259351621
evi_full,5000,1.0852908277511597,0.6446785778695405,0.6319045514803359,0.5845386533665835
evi_no_evi,1,0.4956057071685791,0.6276546787644355,0.0,0.499501246882793
evi_no_evi,200,0.3842208948731422,0.6694659859080478,0.5582509733453129,0.6321695760598504
evi_no_evi,400,0.3587943804264069,0.6660192411738732,0.6194390715667312,0.6074812967581047
evi_no_evi,600,0.384455888569355,0.668614623043389,0.587427944002196,0.6251870324189526
evi_no_evi,800,0.3612117341160774,0.6686801698994409,0.5753660637381568,0.6311720698254364
evi_no_evi,1000,0.3412048730254173,0.6729937002879336,0.5867117117117117,0.6339152119700748
evi_no_evi,1200,0.3669729426503181,0.6713816456365321,0.5947730398899588,0.6326683291770574
evi_no_evi,1400,0.3391977939009666,0.6688697209594467,0.5872747747747747,0.6344139650872818
evi_no_evi,1600,0.3568929654359817,0.6729565114644809,0.5957328899972292,0.6361596009975062
evi_no_evi,1800,0.3644240462779999,0.6702027972462857,0.5733256351039261,0.6314214463840399
evi_no_evi,2000,0.3607137969136238,0.6764345992873178,0.5631704410011918,0.6344139650872818
evi_no_evi,2200,0.359056284725666,0.6741458075509481,0.5911086717892426,0.628428927680798
evi_no_evi,2400,0.360270162820816,0.669899067791867,0.6032769272092399,0.6316708229426434
evi_no_evi,2600,0.3534543481469154,0.6711818956349773,0.5811001410437235,0.6296758104738155
evi_no_evi,2800,0.3528411290049553,0.6661331708136143,0.589994562262099,0.6239401496259351
evi_no_evi,3000,0.3448864167928696,0.6695092692209625,0.5958960328317373,0.6316708229426434
evi_no_evi,3200,0.3813661047816276,0.668957033849292,0.5989793177544991,0.6276807980049876
evi_no_evi,3400,0.3587233558297157,0.6697581482702222,0.5557543231961837,0.628428927680798
evi_no_evi,3600,0.3503779235482216,0.6710411004906687,0.6172967374417401,0.6314214463840399
evi_no_evi,3800,0.35313775151968,0.6698057847898956,0.6002713704206242,0.6326683291770574
evi_no_evi,4000,0.3518165004253387,0.669273698546651,0.6017651778550415,0.6286783042394015
evi_no_evi,4200,0.3500924138724804,0.6725127331297691,0.6139076284379865,0.628927680798005
evi_no_evi,4400,0.3536151891946792,0.6698595157990311,0.6003253796095445,0.6324189526184538
evi_no_evi,4600,0.3254680469632148,0.667904304077711,0.5775642836959594,0.6271820448877805
evi_no_evi,4800,0.3308132481575012,0.6719745523970622,0.5936551724137931,0.6326683291770574
evi_no_evi,5000,0.3572478447854519,0.6698965802451478,0.6136900078678206,0.6326683291770574
softmax,1,1.4578945636749268,0.4584906810281031,0.6250914411119239,0.4887780548628428
softmax,200,1.1271078932285308,0.6699582714037848,0.555421686746988,0.6319201995012469
softmax,400,1.0669540870189669,0.6682092773054894,0.5978552278820375,0.6259351620947631
softmax,600,1.1260010135173797,0.6699463311795324,0.5848051583964116,0.6306733167082295
softmax,800,1.0763906389474869,0.666434412721314,0.5675123942840479,0.6301745635910224
softmax,1000,1.0243340694904328,0.6711759255228511,0.571262361838278,0.6324189526184538
softmax,1200,1.0844063359498977,0.6714881126361154,0.6181163149768399,0.629925187032419
softmax,1400,1.0122707504034043,0.666861400115671,0.582076813655761,0.6336658354114714
softmax,1600,1.0624319130182267,0.6701622502347623,0.6063202999464381,0.6334164588528678
softmax,1800,1.078245965242386,0.6686334040211193,0.5837621497998856,0.6369077306733167
softmax,2000,1.0640257972478866,0.6772113357503996,0.5423518461061123,0.6321695760598504
softmax,2200,1.0673098576068878,0.6730861126485532,0.5996732026143791,0.6334164588528678
softmax,2400,1.0695829337835312,0.667141124744249,0.5963075227335354,0.6346633416458853
softmax,2600,1.0519747287034988,0.6690453417578248,0.5786057013830087,0.6276807980049876
softmax,2800,1.055031807422638,0.6686322846250956,0.592959295929593,0.6309226932668329
softmax,3000,1.0264671605825424,0.6660284450967344,0.5985078751036198,0.6376558603491271
softmax,3200,1.1212437796592711,0.670250806897967,0.6050013444474321,0.6336658354114714
softmax,3400,1.0644977486133576,0.6688652433753521,0.5613305613305614,0.6316708229426434
softmax,3600,1.0491627633571623,0.668741363548734,0.612987012987013,0.628428927680798
softmax,3800,1.045896394252777,0.6661102853837974,0.5957680681505908,0.6331670822942643
softmax,4000,1.048148338794708,0.6679291795449034,0.5954570037858302,0.626932668329177
softmax,4200,1.0373904860019685,0.6695990696575271,0.6117891456764477,0.6271820448877805
softmax,4400,1.0546771824359893,0.6641533323797737,0.58125,0.6324189526184538
softmax,4600,0.9804863095283508,0.664455320551489,0.5841750841750841,0.6304239401496259
softmax,4800,0.9951301056146622,0.6638379114557745,0.6008097165991902,0.6311720698254364
softmax,5000,1.0595194917917252,0.6678985827202567,0.6027837259100642,0.629925187032419
wo_BSA,1,0.5054463148117065,0.48009763620873,0.6515231554851206,0.5064837905236907
wo_BSA,200,0.3558359093964099,0.6744671985870734,0.4616457461645746,0.6149625935162095
wo_BSA,400,0.3164184937626123,0.6766027574455382,0.5063039150630392,0.628927680798005
wo_BSA,600,0.3272380191087722,0.6618473765710412,0.4173976608187134,0.602493765586035
wo_BSA,800,0.3017883713170886,0.6695309108774199,0.5073266037121459,0.6226932668329177
wo_BSA,1000,0.2729300932586193,0.6701677228375444,0.4904777814901436,0.6197007481296758
wo_BSA,1200,0.3114102040603757,0.6627297093923545,0.4353693181818182,0.6034912718204489
wo_BSA,1400,0.2942232696153223,0.660407584529947,0.4641755227973946,0.6102244389027431
wo_BSA,1600,0.2910132539086044,0.6650280781835933,0.5254658385093167,0.6189526184538653
wo_BSA,1800,0.3073058880865574,0.6583349606034788,0.420028818443804,0.5985037406483791
wo_BSA,2000,0.2859999408572912,0.6630799559704231,0.52287166454892,0.6254364089775561
wo_BSA,2200,0.2850057407282292,0.6563508933402156,0.4921671018276762,0.6119700748129676
wo_BSA,2400,0.2893895911425352,0.6552523927090005,0.4103310294652601,0.5957605985037406
wo_BSA,2600,0.2873945420188829,0.6485173599666669,0.4467213114754098,0.5960099750623441
wo_BSA,2800,0.2759317158255726,0.6557277628870467,0.4156692056583242,0.5982543640897756
wo_BSA,3000,0.2789930681511759,0.6445313151037618,0.3799256505576208,0.5840399002493766
wo_BSA,3200,0.3053590849973261,0.6415815822040909,0.3941553813257306,0.5760598503740648
wo_BSA,3400,0.2682835056632757,0.6465689889988246,0.4149085794655415,0.5850374064837905
wo_BSA,3600,0.2700527440756559,0.6465102828962506,0.4082221420843851,0.5907730673316708
wo_BSA,3800,0.2686980091035366,0.6429795834603018,0.4596026490066225,0.5930174563591022
wo_BSA,4000,0.2718137915013358,0.6436594299786693,0.3511680482290881,0.570573566084788
wo_BSA,4200,0.2743436951516196,0.6443248487260651,0.3815789473684211,0.5780548628428928
wo_BSA,4400,0.2741818341240287,0.6330826300831462,0.3899326479971641,0.5708229426433915
wo_BSA,4600,0.2479887438518926,0.6359865921231833,0.2731242556570067,0.5433915211970075
wo_BSA,4800,0.2493188858777284,0.6366674336602385,0.338391502276176,0.5650872817955113
wo_BSA,5000,0.2751699639018625,0.6248120347510276,0.2854883353103993,0.5493765586034913
