auroc_mean,auroc_sd,auprc_mean,auprc_sd,acc_mean,acc_sd,f1_macro_mean,f1_macro_sd,ece_mean,ece_sd,brier_mean,brier_sd,nll_mean,nll_sd,hce_mean,hce_sd,hce_coverage_mean,hce_coverage_sd,hce_count,n,bin_counts,setting,method,row
0.6055002883506344,0.06468216540683906,0.6122486793276141,0.03935065486898951,0.5894607843137255,0.053789108694496914,0.5683386613033026,0.07979961354866914,0.0913811193357843,0.03683575911968771,0.25312786478673516,0.023904688957347573,0.7269443193726031,0.08136443523037559,0.5585077558761768,0.268874274656428,0.0588235294117647,0.06067104801218904,240,4080,[ 240  270  408  292  629 1618  201  330   92    0],fewer,EviDDIE,EviDDIE
0.6055002883506344,0.06468216540683906,0.6122486793276141,0.03935065486898951,0.5894607843137255,0.053789108694496914,0.5683386613033026,0.07979961354866914,0.07978101444226121,0.03549070213041214,0.24465829086568402,0.01647811936530493,0.6859495405225813,0.03912144272419982,0.875,0.1767766952966369,0.0012254901960784314,0.002122611283785389,5,4080,[   5  181  330  520  803 1712  398  130    1    0],fewer,EviDDIE,EviDDIE + TempScale
0.5,0.0,0.5,0.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.25,0.0,0.6931471805599453,0.0,0.5,0.0,0.0,0.0,0,4080,,fewer,-,No-skill p=0.5
0.722590877914952,0.041136348177771065,0.6823518755751988,0.06083018398696592,0.6601851851851851,0.03867888624852857,0.665221788781829,0.027883151757572295,0.09185746015740741,0.019834789867396986,0.2177629033170077,0.0168997807235881,0.6227551677486941,0.03589606582351691,0.9375,0.125,0.016666666666666663,0.018108895570007357,18,1080,[ 18  53  83  66 169 511  63 101  16   0],rare,EviDDIE,EviDDIE
0.722590877914952,0.041136348177771065,0.6823518755751988,0.06083018398696592,0.6601851851851851,0.03867888624852857,0.665221788781829,0.027883151757572295,0.1038295833780696,0.017004718879192058,0.22327456079106298,0.015304221926440329,0.6371872532961136,0.03164696550090408,1.0,,0.0009259259259259259,0.002070433312499805,1,1080,[  1  17  52 106 213 531 126  34   0   0],rare,EviDDIE,EviDDIE + TempScale
0.5,0.0,0.5,0.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.25,0.0,0.6931471805599453,0.0,0.5,0.0,0.0,0.0,0,1080,,rare,-,No-skill p=0.5
